state,homeownership,annual_income,debt_to_income,months_since_last_delinq,inquiries_last_12m,open_credit_lines,total_credit_limit,total_credit_utilized,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,balance,paid_total,paid_principal,paid_interest
FL,MORTGAGE,44500.0,19.69,0.0,2,7,60904,23947,2,3,3.0,7,2,28500,6,5,3,0,100.0,debt_consolidation,7000,36,5.31,210.78,A,Mar-2018,6639.59,419.5,360.41,59.09
FL,RENT,23000.0,19.47,0.0,0,3,19547,11082,2,2,17.0,3,0,0,5,1,1,0,100.0,major_purchase,15000,60,25.82,447.51,E,Jan-2018,14348.77,2216.03,651.23,1564.8
NY,RENT,68450.0,8.24,0.0,1,11,50454,36135,6,8,1.0,11,2,17400,8,5,2,0,100.0,major_purchase,32000,36,12.62,1072.36,C,Jan-2018,28242.66,5305.71,3757.34,1548.37
NY,RENT,66000.0,6.53,28.0,1,9,36300,12709,0,1,11.0,9,1,33800,19,9,1,0,95.2,debt_consolidation,25000,60,12.62,563.98,C,Feb-2018,9757.85,15798.34,15242.15,556.19
OH,MORTGAGE,120000.0,25.29,0.0,2,13,374282,82939,4,6,6.0,13,4,54800,8,6,4,2,100.0,credit_card,8500,36,15.05,294.87,C,Feb-2018,7732.65,1172.37,767.35,405.02
TN,RENT,26592.0,17.51,0.0,2,7,22350,9894,1,2,2.0,7,1,2800,6,6,5,0,100.0,debt_consolidation,13000,60,19.42,340.24,D,Feb-2018,12467.83,1332.91,532.17,800.74
FL,MORTGAGE,65000.0,19.63,0.0,1,15,47783,38054,1,8,9.0,15,3,13200,23,14,8,1,100.0,debt_consolidation,25000,60,18.06,635.66,D,Jan-2018,23663.32,3128.13,1336.68,1791.45
NY,RENT,58000.0,8.36,0.0,1,3,25883,13730,1,2,7.0,3,1,10500,8,2,1,0,100.0,credit_card,7000,36,9.92,225.61,B,Mar-2018,6492.6,669.11,507.4,161.71
GA,RENT,235000.0,8.09,0.0,0,7,83675,99875,2,1,,7,3,12200,13,5,5,0,100.0,debt_consolidation,16000,60,12.62,360.95,C,Jan-2018,15016.11,1793.53,983.89,809.64
NY,MORTGAGE,165000.0,15.4,45.0,2,25,473535,118633,9,10,8.0,25,9,98200,21,14,10,4,94.7,credit_card,3000,36,7.35,93.12,A,Jan-2018,2621.67,463.15,378.33,84.82
SC,MORTGAGE,35000.0,8.78,0.0,0,16,142513,52593,9,3,14.0,16,1,2500,8,6,4,2,100.0,credit_card,9600,36,10.9,313.84,B,Feb-2018,3535.08,6227.34,6064.92,162.42
FL,RENT,60000.0,21.28,0.0,1,15,88616,38418,2,5,9.0,15,8,41100,17,13,10,0,100.0,credit_card,12000,36,6.71,368.94,A,Mar-2018,11394.63,728.93,605.37,123.56
OH,MORTGAGE,25000.0,20.02,0.0,0,9,137200,12185,0,1,,9,5,15000,9,8,6,1,100.0,credit_card,12000,60,11.99,266.88,B,Feb-2018,11403.21,1051.53,596.79,454.74
UT,OWN,62000.0,26.52,3.0,4,15,223299,58669,5,4,1.0,15,5,9000,9,9,9,1,92.9,home_improvement,5000,36,16.01,175.81,C,Mar-2018,4668.31,522.98,331.69,191.29
IL,RENT,70000.0,23.29,29.0,7,16,65145,38218,3,5,7.0,16,6,16700,20,13,7,0,88.5,other,24000,36,10.41,779.05,B,Mar-2018,22853.35,1530.34,1146.65,383.69
MS,MORTGAGE,80000.0,30.11,29.0,7,20,188938,79073,4,9,3.0,20,4,48600,23,15,7,2,97.9,credit_card,25000,60,21.85,688.35,D,Mar-2018,24041.65,2465.11,958.35,1506.76
VA,RENT,62000.0,19.38,0.0,3,15,87959,50622,6,4,3.0,15,2,31500,14,9,3,0,100.0,debt_consolidation,9600,36,7.35,297.96,A,Feb-2018,8634.53,1187.92,965.47,222.45
CA,MORTGAGE,143559.0,4.98,0.0,1,7,700855,19715,0,4,5.0,7,4,20300,10,6,5,3,100.0,debt_consolidation,25500,36,10.9,833.64,B,Mar-2018,23677.5,2485.48,1822.5,662.98
WI,MORTGAGE,55000.0,15.69,25.0,1,8,131500,32656,1,3,11.0,8,4,11500,14,6,5,2,95.0,debt_consolidation,15000,36,10.41,486.91,B,Feb-2018,13554.18,1930.29,1445.82,484.47
TN,RENT,48000.0,17.95,0.0,3,13,30500,15316,1,6,3.0,13,9,20100,12,12,12,0,100.0,credit_card,10000,36,11.98,332.05,B,Mar-2018,9296.37,989.49,703.63,285.86
WI,MORTGAGE,23000.0,15.08,81.0,1,10,34855,4905,1,4,5.0,10,4,27800,16,8,5,0,95.5,debt_consolidation,6500,36,6.72,199.88,A,Mar-2018,6006.81,597.21,493.19,104.02
CA,RENT,145000.0,17.25,0.0,0,12,96600,38897,9,0,,12,2,26600,2,2,2,0,100.0,debt_consolidation,12000,36,5.31,361.33,A,Feb-2018,11071.21,1080.45,928.79,151.66
AZ,RENT,84000.0,6.11,33.0,3,7,46464,3659,1,4,1.0,7,1,24600,6,6,1,0,90.0,other,20000,60,12.61,451.08,C,Mar-2018,19269.64,1339.23,730.36,608.87
TX,MORTGAGE,44900.0,3.05,0.0,0,4,87549,4321,1,4,,4,1,36000,2,2,1,2,100.0,home_improvement,18000,36,7.35,558.68,A,Feb-2018,16189.73,2227.37,1810.27,417.1
WV,OWN,90000.0,12.33,0.0,2,7,69934,46986,3,3,3.0,7,1,8300,8,4,2,2,100.0,debt_consolidation,21000,36,7.96,657.68,A,Mar-2018,19434.52,1986.97,1565.48,421.49
NY,RENT,150000.0,10.49,10.0,0,5,442958,29342,3,2,14.0,5,0,0,14,1,0,1,77.8,debt_consolidation,30000,60,14.08,699.3,C,Jan-2018,28222.27,3449.57,1777.73,1671.84
TX,RENT,55000.0,34.43,25.0,0,9,137725,93992,4,2,17.0,9,0,2500,10,5,1,3,94.7,car,20000,60,16.02,486.58,C,Jan-2018,19103.93,1928.52,896.07,1032.45
CA,RENT,52000.0,13.96,0.0,1,16,75637,52354,11,2,9.0,16,5,25800,6,5,5,0,100.0,credit_card,12000,60,9.93,254.56,B,Jan-2018,11210.75,1266.18,789.25,476.93
NJ,RENT,45000.0,13.33,0.0,2,11,31484,15907,1,11,4.0,11,6,13500,13,10,8,0,100.0,credit_card,12000,36,9.92,386.76,B,Feb-2018,11130.17,1153.67,869.83,283.84
FL,RENT,29000.0,27.61,0.0,3,9,42052,30155,1,7,11.0,9,4,8300,9,8,8,0,100.0,moving,3500,36,19.03,128.35,D,Feb-2018,3201.61,509.7,298.39,211.31
FL,OWN,40000.0,16.13,51.0,2,11,177753,17736,0,5,10.0,11,2,12000,22,9,5,1,87.5,debt_consolidation,8000,36,9.93,257.88,B,Jan-2018,7025.61,1280.57,974.39,306.18
MI,RENT,80000.0,23.73,0.0,1,6,65382,35389,3,5,9.0,6,1,7500,6,3,1,0,100.0,car,25000,60,16.02,608.22,C,Feb-2018,23879.94,2410.63,1120.06,1290.57
WI,RENT,46000.0,26.22,0.0,0,11,98776,78906,8,6,20.0,11,1,7000,7,3,3,0,100.0,credit_card,13500,36,9.93,435.17,B,Jan-2018,11855.72,2168.4,1644.28,524.12
SC,RENT,40000.0,16.23,0.0,0,5,25300,19719,0,3,,5,4,25300,7,5,4,0,100.0,credit_card,15000,36,10.42,486.98,B,Feb-2018,13052.07,2430.55,1947.93,482.62
IL,RENT,90000.0,11.13,45.0,2,8,50855,30582,2,3,9.0,8,2,5100,6,6,4,0,64.3,credit_card,8400,36,10.91,274.65,B,Jan-2018,7390.41,1363.07,1009.59,353.48
WI,MORTGAGE,80000.0,29.21,34.0,1,23,233627,63045,4,5,6.0,23,4,68400,26,18,4,3,97.4,car,11000,60,9.92,233.29,B,Mar-2018,10569.39,693.81,430.61,263.2
NY,OWN,66000.0,19.31,24.0,0,5,43179,17073,2,3,22.0,4,1,2700,4,3,1,0,69.2,debt_consolidation,20000,36,9.93,644.69,B,Feb-2018,18059.32,2567.73,1940.68,627.05
NY,RENT,80000.0,11.3,70.0,1,13,55501,35880,9,5,1.0,13,1,13000,6,4,2,0,73.7,debt_consolidation,8400,36,9.44,268.85,B,Feb-2018,7579.3,1070.99,820.7,250.29
KY,MORTGAGE,35000.0,18.96,0.0,0,6,68273,12299,1,4,18.0,6,2,7600,5,4,3,1,100.0,credit_card,10000,36,15.05,346.9,C,Feb-2018,9097.26,1379.24,902.74,476.5
IL,OWN,60000.0,32.2,0.0,4,26,88144,50893,1,3,2.0,26,11,31600,27,25,18,0,100.0,debt_consolidation,21000,36,17.09,749.65,D,Jan-2018,18682.04,3728.31,2317.96,1410.35
CA,MORTGAGE,70000.0,16.48,68.0,2,16,85825,25617,1,10,2.0,16,6,58200,20,15,8,0,95.8,debt_consolidation,4000,36,6.72,123.0,A,Jan-2018,654.89,3382.6,3345.11,37.49
TX,MORTGAGE,110000.0,30.63,0.0,0,20,211174,64719,7,4,13.0,20,5,70500,16,13,8,0,100.0,major_purchase,12000,36,6.72,369.0,A,Jan-2018,10474.0,1836.04,1526.0,310.04
FL,MORTGAGE,79000.0,18.36,0.0,3,16,206749,34954,1,5,0.0,16,11,24100,16,14,13,2,100.0,credit_card,27025,60,21.85,744.1,D,Mar-2018,26255.09,2199.49,769.91,1429.58
IL,MORTGAGE,65000.0,24.0,0.0,4,20,182682,33088,2,9,2.0,19,9,33400,30,17,12,3,100.0,debt_consolidation,5000,36,16.01,175.81,C,Mar-2018,4668.31,522.98,331.69,191.29
TX,OWN,22772.25,18.92,0.0,2,5,30259,10034,1,1,7.0,5,2,20300,7,4,2,0,100.0,debt_consolidation,10000,36,7.96,313.18,A,Feb-2018,9254.54,935.12,745.46,189.66
CA,RENT,26000.0,21.05,0.0,2,6,32430,23005,1,3,9.0,6,2,6800,5,5,4,0,100.0,debt_consolidation,2400,36,12.62,80.43,C,Feb-2018,2175.73,320.04,224.27,95.77
NC,OWN,112798.0,32.46,0.0,1,19,411649,253533,2,5,6.0,19,10,95000,20,15,11,2,100.0,debt_consolidation,30000,60,19.03,778.72,D,Feb-2018,28758.99,3083.16,1241.01,1842.15
MD,MORTGAGE,88141.0,14.31,25.0,1,9,295400,30167,1,7,5.0,9,3,11000,18,7,5,5,97.1,house,15000,60,12.61,338.31,C,Mar-2018,14636.73,655.6,363.27,292.33
MO,MORTGAGE,76000.0,17.09,22.0,1,12,143750,46192,2,4,4.0,12,4,12500,19,9,7,2,79.3,other,2400,36,10.9,78.46,B,Feb-2018,2228.47,233.93,171.53,62.4
FL,RENT,56000.0,18.12,10.0,4,9,26700,7342,0,2,5.0,9,4,11300,15,9,7,0,87.0,debt_consolidation,10000,36,15.05,346.9,C,Feb-2018,9097.26,1370.88,902.74,468.14
CT,MORTGAGE,50000.0,14.07,0.0,5,6,248457,28829,1,3,7.0,6,1,15500,12,4,1,2,100.0,credit_card,12000,36,13.59,407.75,C,Jan-2018,10893.99,1662.71,1106.01,556.7
KY,RENT,80000.0,17.64,53.0,0,11,54991,29219,4,6,15.0,11,3,9800,8,7,3,2,94.7,debt_consolidation,20000,60,12.61,451.08,C,Mar-2018,19269.64,1325.22,730.36,594.86
OH,MORTGAGE,38248.0,12.39,0.0,3,6,116400,16623,1,4,1.0,6,4,23900,7,4,4,2,100.0,debt_consolidation,10000,60,16.02,243.29,C,Jan-2018,9436.2,1198.65,563.8,634.85
VA,RENT,150000.0,4.9,0.0,2,4,20500,20388,0,0,0.0,3,4,20500,7,3,3,0,100.0,debt_consolidation,35000,36,17.09,1249.42,D,Feb-2018,31938.71,4914.6,3061.29,1853.31
CT,RENT,50000.0,31.47,16.0,0,14,61867,34725,9,4,13.0,14,3,14200,9,5,4,0,75.0,debt_consolidation,5600,36,10.9,183.08,B,Mar-2018,5199.75,545.85,400.25,145.6
CA,RENT,55200.0,27.61,0.0,2,22,176697,42948,2,8,6.0,22,5,119000,27,20,9,0,100.0,credit_card,19175,36,6.71,589.53,A,Mar-2018,17719.96,1754.29,1455.04,299.25
KY,MORTGAGE,55000.0,11.3,0.0,1,5,241438,20960,2,2,2.0,5,1,14200,11,2,2,3,100.0,debt_consolidation,14000,60,21.45,382.3,D,Feb-2018,13457.47,1512.52,542.53,969.99
NY,MORTGAGE,185000.0,8.09,0.0,9,16,609847,37951,3,8,4.0,16,1,72900,29,12,2,1,96.6,debt_consolidation,40000,60,7.35,798.67,A,Feb-2018,38328.8,2379.68,1671.2,708.48
NY,RENT,93000.0,17.57,0.0,1,16,121034,83008,4,2,11.0,16,8,76900,22,12,8,0,100.0,credit_card,32000,36,6.71,983.83,A,Feb-2018,28753.31,3923.39,3246.69,676.7
OH,RENT,41000.0,4.98,23.0,1,4,12800,10665,3,1,12.0,4,1,2800,3,1,1,0,38.5,major_purchase,15000,60,12.61,338.31,C,Feb-2018,14452.23,1004.42,547.77,456.65
WI,RENT,48000.0,17.25,0.0,2,16,101156,58674,3,3,1.0,16,5,37600,23,13,7,0,100.0,credit_card,6000,36,6.72,184.5,A,Jan-2018,5237.0,920.26,763.0,157.26
MO,MORTGAGE,71000.0,22.33,0.0,5,11,277358,71367,3,9,1.0,11,3,45000,15,7,3,3,100.0,credit_card,40000,60,16.02,973.15,C,Feb-2018,38207.91,3857.0,1792.09,2064.91
WI,RENT,80000.0,21.05,0.0,5,26,315917,46189,3,7,1.0,26,3,247700,33,23,3,0,100.0,debt_consolidation,20000,60,11.99,444.79,B,Feb-2018,19005.39,1765.84,994.61,771.23
NY,RENT,80000.0,11.57,0.0,0,8,46578,25684,2,1,13.0,8,1,11800,13,6,5,0,100.0,debt_consolidation,14000,36,7.96,438.46,A,Mar-2018,12956.33,1309.19,1043.67,265.52
CA,MORTGAGE,34000.0,3.42,0.0,0,4,10782,6735,2,1,18.0,4,1,4000,2,2,1,0,100.0,house,1500,36,10.42,48.7,B,Jan-2018,1355.43,193.93,144.57,49.36
IN,MORTGAGE,55000.0,20.55,4.0,4,5,154069,11150,3,1,1.0,5,0,0,10,1,1,5,95.2,home_improvement,5600,36,9.43,179.21,B,Mar-2018,5191.19,534.7,408.81,125.89
CA,RENT,29881.32,31.45,0.0,0,7,38600,11714,1,1,,7,2,15500,14,6,4,2,100.0,debt_consolidation,9500,36,7.35,294.86,A,Feb-2018,8544.58,1175.56,955.42,220.14
NJ,RENT,60000.0,13.05,0.0,1,6,32733,22092,1,1,10.0,6,5,19400,5,5,5,0,100.0,credit_card,9600,36,7.97,300.7,A,Jan-2018,8642.76,1198.55,957.24,241.31
NC,MORTGAGE,165000.0,20.15,0.0,4,26,440000,42649,3,9,0.0,26,5,123900,37,22,6,1,100.0,home_improvement,25000,36,6.07,761.35,A,Mar-2018,23727.01,1514.27,1272.99,241.28
VA,MORTGAGE,43640.0,12.65,0.0,0,15,109500,14746,0,7,21.0,15,11,61200,15,14,12,2,100.0,debt_consolidation,10000,60,10.42,214.55,B,Jan-2018,9482.44,852.41,517.56,334.85
CO,MORTGAGE,102000.0,14.06,0.0,2,11,226730,39458,4,6,2.0,11,2,16200,8,6,3,2,100.0,credit_card,8000,36,6.72,246.0,A,Feb-2018,7188.41,981.01,811.59,169.42
CA,RENT,65000.0,21.66,9.0,3,4,49815,26435,3,2,3.0,4,1,3500,3,1,1,0,66.7,home_improvement,8000,36,17.09,285.59,D,Feb-2018,7298.57,1134.76,701.43,433.33
PA,MORTGAGE,37000.0,23.65,0.0,5,12,36783,13700,2,8,3.0,12,4,9500,19,10,8,0,100.0,home_improvement,16000,60,14.08,372.96,C,Feb-2018,15245.95,1479.32,754.05,725.27
PA,MORTGAGE,100000.0,24.65,0.0,1,10,313889,118338,6,6,8.0,10,3,44600,10,3,3,3,100.0,home_improvement,6000,36,6.71,184.47,A,Mar-2018,5544.7,551.17,455.3,95.87
AZ,MORTGAGE,85208.71,5.67,0.0,3,12,247367,48716,0,5,2.0,12,3,21500,12,10,5,1,100.0,home_improvement,4300,36,6.07,130.96,A,Mar-2018,4081.03,260.47,218.97,41.5
WA,MORTGAGE,155000.0,20.69,10.0,8,13,515101,74381,9,6,1.0,13,0,300,13,3,2,4,97.1,debt_consolidation,12000,60,24.85,351.17,E,Jan-2018,11464.94,1861.39,535.06,1326.33
PA,MORTGAGE,175000.0,11.99,0.0,0,10,106610,69579,1,2,,10,7,58300,10,9,8,0,100.0,debt_consolidation,40000,60,16.01,972.94,C,Mar-2018,38664.52,2847.66,1335.48,1512.18
FL,RENT,75000.0,20.38,67.0,1,7,92008,68823,2,2,11.0,7,2,12100,10,4,3,2,85.0,debt_consolidation,12000,36,9.43,384.01,B,Mar-2018,11124.02,1145.74,875.98,269.76
AR,RENT,55000.0,17.43,0.0,2,9,46617,35823,2,2,6.0,9,3,16600,9,6,6,0,93.0,debt_consolidation,10000,36,6.72,307.5,A,Jan-2018,8985.52,1228.09,1014.48,213.61
TX,MORTGAGE,165000.0,23.2,75.0,3,24,344633,70804,6,8,7.0,24,9,41700,25,17,11,2,97.6,debt_consolidation,25000,60,11.99,555.99,B,Jan-2018,23438.11,2763.3,1561.89,1201.41
IN,MORTGAGE,142000.0,26.04,0.0,1,29,461736,74023,6,6,8.0,29,12,199000,25,22,12,4,100.0,credit_card,12000,36,6.72,369.0,A,Jan-2018,10474.0,1836.04,1526.0,310.04
SC,OWN,62000.0,10.36,24.0,2,6,145446,10666,2,2,5.0,6,1,1500,6,3,3,3,94.4,other,10000,60,16.02,243.29,C,Jan-2018,9551.97,964.26,448.03,516.23
FL,RENT,52000.0,13.43,77.0,4,11,23100,16102,0,4,3.0,11,6,15700,11,11,10,0,92.0,debt_consolidation,15000,36,15.05,520.35,C,Feb-2018,13645.89,2068.86,1354.11,714.75
CA,OWN,75000.0,35.2,7.0,0,13,148723,102145,8,2,15.0,13,3,40400,7,5,3,0,74.1,debt_consolidation,8000,36,11.99,265.68,B,Jan-2018,6836.81,1538.07,1163.19,374.88
FL,RENT,62000.0,15.33,76.0,1,17,151681,104187,7,2,9.0,17,2,53600,15,10,4,0,100.0,debt_consolidation,20575,36,7.96,644.37,A,Mar-2018,19555.85,1297.84,1019.15,278.69
MD,MORTGAGE,87000.0,15.17,55.0,1,16,80775,39352,4,2,9.0,16,2,31000,18,12,9,2,87.1,debt_consolidation,11000,60,15.04,261.93,C,Mar-2018,10623.13,776.6,376.87,399.73
FL,MORTGAGE,145000.0,32.99,69.0,0,14,431537,159220,3,1,22.0,14,5,68800,11,9,7,2,94.4,debt_consolidation,19300,36,16.02,678.73,C,Jan-2018,17137.66,3376.47,2162.34,1214.13
OR,RENT,50000.0,5.42,0.0,1,8,34000,5986,0,5,8.0,8,2,14500,13,8,5,0,100.0,debt_consolidation,10000,36,5.31,301.11,A,Mar-2018,9226.01,897.43,773.99,123.44
TX,RENT,90000.0,12.86,0.0,1,8,65676,34077,1,1,2.0,8,5,22000,7,7,6,0,100.0,debt_consolidation,20000,36,10.91,653.93,B,Jan-2018,17596.2,3257.53,2403.8,853.73
NY,MORTGAGE,45782.0,27.03,56.0,1,14,76759,30786,1,8,3.0,14,8,26100,22,13,13,3,85.3,debt_consolidation,20000,36,9.93,644.69,B,Jan-2018,17564.07,3212.42,2435.93,776.49
CA,MORTGAGE,150000.0,15.45,8.0,1,10,480384,29820,2,5,5.0,10,4,6100,9,4,4,3,52.4,debt_consolidation,8000,36,10.91,261.57,B,Feb-2018,6826.0,1441.43,1174.0,267.43
CA,RENT,24000.0,9.4,0.0,0,3,17200,11077,1,0,,3,2,8000,2,2,2,0,100.0,car,8900,36,9.92,286.85,B,Mar-2018,8471.68,581.06,428.32,152.74
AZ,MORTGAGE,140000.0,23.31,0.0,1,19,365058,28351,4,5,6.0,19,3,110900,21,13,4,3,100.0,credit_card,10000,36,5.31,301.11,A,Feb-2018,8965.72,1201.49,1034.28,167.21
CT,RENT,40000.0,14.93,26.0,2,6,26489,13307,1,4,5.0,6,1,1800,4,4,3,0,87.5,debt_consolidation,10000,60,19.42,261.73,D,Mar-2018,9695.43,763.61,304.57,459.04
WA,MORTGAGE,79000.0,17.35,26.0,1,6,293380,44882,2,1,7.0,6,3,9700,7,3,3,1,92.9,debt_consolidation,19200,60,19.03,498.38,D,Feb-2018,18405.75,1973.22,794.25,1178.97
NY,MORTGAGE,206000.0,5.43,0.0,1,11,293895,28069,0,3,2.0,11,2,52000,21,10,5,4,100.0,debt_consolidation,18000,36,5.31,541.99,A,Mar-2018,16606.83,1620.66,1393.17,227.49
TX,OWN,28000.0,32.88,24.0,1,7,22000,8644,1,1,9.0,7,3,17600,13,6,6,0,75.0,medical,1600,36,11.99,53.14,B,Jan-2018,1410.48,264.63,189.52,75.11
FL,MORTGAGE,90000.0,8.8,9.0,4,9,230873,29647,2,4,0.0,8,3,3700,8,6,3,2,71.4,other,5000,36,9.92,161.15,B,Mar-2018,4637.57,477.94,362.43,115.51
FL,MORTGAGE,50000.0,7.49,75.0,5,7,199500,9136,0,4,0.0,7,1,5500,12,6,6,1,78.6,moving,4000,36,16.02,140.67,C,Jan-2018,3551.84,694.45,448.16,246.29
NY,RENT,42000.0,21.86,0.0,4,12,63300,26734,2,4,3.0,12,4,38500,12,10,5,0,100.0,debt_consolidation,25000,36,11.99,830.24,B,Feb-2018,22643.18,3287.65,2356.82,930.83
CA,RENT,70000.0,22.82,0.0,3,8,51124,35547,3,2,6.0,8,2,8900,12,5,4,0,100.0,debt_consolidation,16000,60,21.85,440.54,D,Mar-2018,15544.18,1282.78,455.82,826.96
TX,MORTGAGE,86000.0,14.34,34.0,2,8,202300,41598,2,7,4.0,8,2,5000,7,5,3,2,96.8,debt_consolidation,10000,36,20.39,373.63,D,Mar-2018,9378.41,1114.88,621.59,493.29
NC,RENT,37500.0,24.48,0.0,4,10,48660,31116,1,12,1.0,10,2,3500,13,9,9,1,100.0,credit_card,1800,36,10.41,58.43,B,Mar-2018,1670.44,174.25,129.56,44.69
PA,RENT,65000.0,16.12,0.0,0,6,59676,35385,2,4,,6,4,16500,8,4,4,0,100.0,debt_consolidation,15000,36,10.91,490.45,B,Jan-2018,13197.14,2443.16,1802.86,640.3
NY,RENT,65000.0,24.97,0.0,0,10,70671,40775,1,1,,10,6,26300,11,8,7,0,100.0,other,18000,36,10.91,588.54,B,Jan-2018,15836.57,2920.88,2163.43,757.45
CA,MORTGAGE,100000.0,15.72,42.0,1,10,742634,65816,2,5,1.0,10,5,42400,23,7,5,5,95.2,debt_consolidation,10000,60,14.08,233.1,C,Feb-2018,9528.72,924.58,471.28,453.3
IL,RENT,72000.0,16.7,0.0,0,9,42014,32394,1,2,14.0,9,3,18300,11,7,7,0,100.0,other,2500,36,10.42,81.17,B,Jan-2018,2197.48,404.4,302.52,101.88
CA,MORTGAGE,320000.0,3.69,24.0,6,8,56788,14834,3,0,1.0,8,1,7100,6,5,2,0,81.8,debt_consolidation,35000,36,7.97,1096.29,A,Jan-2018,30623.09,5450.46,4376.91,1073.55
WV,MORTGAGE,75312.0,6.92,0.0,0,9,189253,19348,0,4,14.0,9,4,30600,22,8,5,4,100.0,debt_consolidation,30000,36,5.31,903.31,A,Mar-2018,28455.47,1833.17,1544.53,288.64
IN,MORTGAGE,60100.0,20.51,41.0,1,15,272413,103139,9,5,8.0,15,2,10300,7,5,3,1,85.7,other,3150,36,7.97,98.67,A,Feb-2018,2835.89,391.89,314.11,77.78
CO,MORTGAGE,35000.0,14.09,42.0,4,7,281467,29939,3,4,5.0,7,0,500,14,3,0,4,86.4,medical,7650,36,9.44,244.84,B,Feb-2018,6902.6,971.34,747.4,223.94
NM,MORTGAGE,60000.0,31.66,58.0,4,13,274294,82664,6,7,8.0,13,3,32400,11,6,3,1,100.0,debt_consolidation,12000,60,15.05,285.8,C,Feb-2018,11448.53,1118.12,551.47,566.65
TX,MORTGAGE,182000.0,15.42,66.0,3,16,135263,104784,5,8,10.0,16,6,40300,35,11,10,1,95.5,credit_card,31500,60,18.45,807.63,D,Feb-2018,30515.05,2455.18,984.95,1470.23
WI,MORTGAGE,50000.0,25.97,0.0,1,11,152772,28389,3,4,2.0,11,3,6000,8,6,6,5,100.0,home_improvement,6600,36,10.91,215.8,B,Jan-2018,5806.72,1089.01,793.28,295.73
NY,MORTGAGE,47800.0,34.18,0.0,1,12,172542,34533,1,7,3.0,12,6,40000,14,9,7,3,100.0,credit_card,8000,36,9.93,257.88,B,Feb-2018,7223.71,1049.18,776.29,272.89
CA,RENT,42655.99,11.62,21.0,1,8,18092,9896,1,0,4.0,8,5,10400,9,7,6,0,90.9,credit_card,12000,36,16.01,421.95,C,Feb-2018,11203.92,1255.18,796.08,459.1
WA,RENT,30000.0,26.16,0.0,0,7,61477,25342,2,1,13.0,7,2,26800,8,5,2,1,100.0,debt_consolidation,10000,60,13.59,230.57,C,Jan-2018,9399.96,1145.3,600.04,545.26
IL,MORTGAGE,78000.0,15.54,38.0,0,5,270786,95923,2,2,,5,1,21000,5,2,1,2,93.3,credit_card,18000,36,6.71,553.41,A,Mar-2018,16634.11,1646.81,1365.89,280.92
WI,RENT,42000.0,27.97,0.0,5,27,111632,52086,10,14,0.0,27,1,22200,20,15,4,2,100.0,debt_consolidation,15000,36,9.93,483.52,B,Feb-2018,13544.48,1925.8,1455.52,470.28
TX,RENT,77000.0,15.4,0.0,0,9,262801,25586,2,5,17.0,9,2,4800,7,6,5,1,100.0,credit_card,1800,36,12.62,60.33,C,Feb-2018,1631.77,238.16,168.23,69.93
IN,RENT,13728.0,14.16,0.0,0,3,10300,5435,0,0,,3,2,10300,3,3,2,0,100.0,credit_card,4500,36,9.43,144.01,B,Mar-2018,4171.49,429.67,328.51,101.16
MA,RENT,65000.0,21.15,35.0,1,9,61158,54543,2,7,0.0,9,4,8700,7,5,4,0,69.2,debt_consolidation,12000,36,9.93,386.82,B,Jan-2018,10538.41,1927.48,1461.59,465.89
CO,MORTGAGE,55000.0,19.73,75.0,0,8,68265,64328,3,2,,8,4,11600,7,5,5,0,91.7,credit_card,11000,36,12.61,368.58,C,Feb-2018,10233.03,1098.03,766.97,331.06
KY,MORTGAGE,51600.0,19.93,0.0,5,12,32627,22466,3,8,7.0,12,4,8200,16,9,5,0,100.0,debt_consolidation,20000,36,11.98,664.1,B,Mar-2018,18592.74,1965.68,1407.26,558.42
HI,MORTGAGE,80400.0,6.71,36.0,7,14,382190,15229,0,6,2.0,14,7,45000,13,13,7,4,83.3,debt_consolidation,27200,36,9.43,870.41,B,Mar-2018,25214.49,2596.98,1985.51,611.47
IL,RENT,156000.0,20.25,64.0,3,17,193469,159878,13,2,5.0,17,3,13500,6,4,3,0,61.3,credit_card,35000,36,16.02,1230.85,C,Jan-2018,31078.69,6091.95,3921.31,2170.64
TX,RENT,95000.0,17.68,0.0,3,19,62800,33897,2,2,1.0,19,9,41100,18,17,15,0,100.0,debt_consolidation,30000,36,10.42,973.95,B,Jan-2018,26370.26,4835.02,3629.74,1205.28
TX,OWN,109000.0,19.43,0.0,0,15,186785,68319,3,3,14.0,15,1,26000,20,11,4,4,100.0,major_purchase,10000,36,6.07,304.54,A,Mar-2018,9234.27,910.25,765.73,144.52
CA,RENT,37000.0,13.17,43.0,2,6,21700,13806,1,4,10.0,6,3,11800,6,5,3,1,100.0,debt_consolidation,14400,36,15.04,499.47,C,Feb-2018,13430.99,1486.38,969.01,517.37
PA,RENT,107000.0,10.98,27.0,2,14,74394,52524,6,3,5.0,14,4,6700,11,8,6,0,85.0,other,15000,60,12.62,338.39,C,Jan-2018,14077.6,1670.92,922.4,748.52
MT,RENT,33477.0,35.68,0.0,2,14,36320,17519,2,7,4.0,14,5,7300,29,12,8,0,100.0,debt_consolidation,5000,36,13.58,169.87,C,Mar-2018,4656.28,505.84,343.72,162.12
